UID,연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,주거 형태_월세,주거 형태_자가,주거 형태_주택 담보 대출 (거주 중),주거 형태_주택 담보 대출 (비거주 중),대출 목적_결혼 자금,대출 목적_고액 구매,대출 목적_교육비,대출 목적_기타,대출 목적_부채 통합,대출 목적_사업 대출,대출 목적_소규모 사업 자금,대출 목적_여행 자금,대출 목적_의료비,대출 목적_이사 비용,대출 목적_자동차 구매,대출 목적_주택 개보수,대출 목적_주택 구매,대출 목적_휴가 비용,대출 상환 기간_단기 상환,대출 상환 기간_장기 상환
TRAIN_02750,1580664.0,10년 이상,0.0,10,14.4,438373.5,1,15,1,159379.5,55579.5,24049.5,716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07487,2931490.5,7년,0.0,7,34.3,772494.0,0,9,0,1027978.5,211096.5,28180.5,549,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_05272,1758505.5,4년,0.0,27,20.9,1214109.0,2,25,3,568018.5,653886.0,27945.0,785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_05653,1153317.0,1년,0.0,13,14.6,872557.5,0,61,0,228715.5,465487.5,8622.0,733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03999,4322593.5,1년 미만,1.0,18,18.1,745518.0,4,71,0,272862.0,96697.5,44424.0,800,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06033,4616931.0,10년 이상,0.0,20,24.6,5390083.5,0,19,0,713638.5,1058857.5,40491.0,813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_00582,1424991.0,3년,0.0,11,11.6,269967.0,0,17,0,322737.0,85248.0,13452.0,571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_09930,1993432.5,1년,0.0,11,26.8,1219371.0,0,25,0,688603.5,494635.5,47554.5,798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_07051,829108.5,10년 이상,0.0,11,12.1,715263.0,0,3,0,732639.0,515661.0,31729.5,731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08158,944583.0,10년 이상,0.0,13,10.2,544893.0,0,22,0,474415.5,145626.0,9481.5,747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09896,736246.5,10년 이상,0.0,8,19.3,754905.0,0,14,0,494671.5,202384.5,17404.5,678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_02249,3586876.5,5년,0.0,17,12.2,1229050.5,0,44,0,741555.0,445707.0,13351.5,742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_04640,933000.0,2년,1.0,11,25.2,1216393.5,0,37,0,488077.5,207208.5,21514.5,802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09485,2188206.0,5년,0.0,10,22.5,507597.0,0,7,0,545808.0,260461.5,24973.5,545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_04947,1090884.0,1년 미만,0.0,9,13.5,1083427.5,0,28,0,494368.5,556729.5,12318.0,805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09920,1622601.0,10년 이상,1.0,15,15.5,1247365.5,1,50,0,393004.5,219265.5,18585.0,805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01963,2185366.5,8년,0.0,15,25.9,819477.0,1,30,3,363700.5,136291.5,14481.0,791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_08243,1209282.0,6년,0.0,11,14.8,1142808.0,1,35,1,535375.5,549591.0,17043.0,685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06590,1253482.5,10년 이상,0.0,6,13.3,731833.5,0,32,0,614914.5,383002.5,30825.0,736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_08847,1982503.5,10년 이상,0.0,9,18.6,628743.0,0,70,0,435061.5,29152.5,32406.0,767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00321,1433208.0,8년,1.0,12,9.7,342267.0,1,35,1,220957.5,128830.5,8397.0,805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02678,5441707.5,2년,0.0,18,34.4,2853403.5,0,36,0,1230117.0,2144880.0,36541.5,589,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_04625,2991027.0,9년,0.0,17,23.2,3820101.0,2,14,1,448431.0,369102.0,53026.5,740,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04949,1348572.0,3년,0.0,9,12.7,544735.5,0,41,0,833616.0,141336.0,15756.0,675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_08328,1124029.5,10년 이상,0.0,12,22.0,255871.5,0,9,0,167338.5,151816.5,7828.5,762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03337,3619056.0,10년 이상,0.0,17,20.2,2048962.5,0,16,0,688386.0,548163.0,15400.5,791,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_05589,12578107.5,7년,0.0,16,41.5,1875081.0,0,43,0,1161687.0,1060303.5,44148.0,764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_00251,2061922.5,8년,0.0,11,24.2,650245.5,2,71,3,101943.0,252900.0,9952.5,811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03973,2189848.5,10년 이상,0.0,11,16.8,989211.0,0,35,0,555382.5,181464.0,26466.0,742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06630,895906.5,8년,0.0,13,19.2,222661.5,0,7,0,1137411.0,160906.5,15846.0,796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_05547,1353093.0,8년,0.0,15,25.9,815745.0,5,45,3,543801.0,628080.0,27207.0,667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00035,702837.0,10년 이상,0.0,6,12.8,340593.0,0,11,0,545044.5,166953.0,9172.5,662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_08362,5526340.5,10년 이상,0.0,22,32.5,7601010.0,0,8,0,1012269.0,1251967.5,68890.5,685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_01513,2342455.5,3년,0.0,4,30.8,605773.5,0,34,0,526639.5,123517.5,10068.0,673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_09317,627265.5,3년,0.0,7,6.0,81580.5,0,17,0,181971.0,229110.0,12039.0,751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00039,1960512.0,8년,0.0,12,10.2,832386.0,0,31,0,808807.5,767200.5,28389.0,751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04819,1816551.0,10년 이상,0.0,10,13.9,162442.5,0,11,0,406137.0,121479.0,10819.5,758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03465,1122283.5,2년,0.0,7,20.0,146673.0,0,26,0,202515.0,97732.5,10830.0,773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01760,10782741.0,3년,0.0,8,15.8,2611392.0,0,11,0,675846.0,276832.5,39633.0,791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_02304,746247.0,5년,0.0,12,28.5,665106.0,0,67,0,60460.5,4981.5,20277.0,753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03723,1836582.0,10년 이상,0.0,11,15.0,460197.0,0,73,0,907491.0,116869.5,14281.5,687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_08284,4286004.0,1년 미만,1.0,15,27.6,3161206.5,1,8,0,1007767.5,0.0,47779.5,745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_04993,3362397.0,8년,0.0,9,13.4,822903.0,1,40,1,374146.5,554658.0,16696.5,758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_08127,1778710.5,1년,0.0,12,13.8,595380.0,0,29,0,545926.5,123231.0,8452.5,673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03032,1218420.0,10년 이상,0.0,11,9.4,625849.5,0,70,0,320785.5,120178.5,13477.5,744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07938,3451096.5,8년,0.0,16,39.6,1119651.0,1,25,1,1161912.0,220965.0,23004.0,798,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03039,712185.0,5년,0.0,10,13.3,262959.0,0,13,0,290847.0,59343.0,1516.5,598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_09655,4942543.5,10년 이상,0.0,8,36.9,3621933.0,0,47,0,396970.5,889054.5,65871.0,804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02545,2348533.5,10년 이상,0.0,5,36.1,965497.5,0,76,0,285922.5,209604.0,19431.0,775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02592,2952174.0,8년,0.0,14,17.4,599211.0,2,69,3,804067.5,172470.0,29586.0,702,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_01188,1079910.0,10년 이상,1.0,8,14.7,1210564.5,1,32,0,592437.0,337302.0,1812.0,802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07966,4826787.0,10년 이상,0.0,11,15.8,4522314.0,0,25,0,340837.5,474399.0,51139.5,795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06077,1462683.0,2년,0.0,11,16.9,130723.5,0,28,0,154606.5,130938.0,4938.0,735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00107,3780759.0,10년 이상,0.0,19,26.4,855759.0,0,18,0,520635.0,1170946.5,17284.5,798,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_01315,1978233.0,10년 이상,0.0,6,35.9,1057395.0,0,52,0,521806.5,597318.0,43206.0,796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08187,1259389.5,10년 이상,0.0,13,14.9,1222903.5,1,39,0,313044.0,471112.5,20692.5,795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02753,1357656.0,6년,0.0,25,19.4,6098658.0,1,11,1,493725.0,1189608.0,48588.0,805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09753,4452568.5,2년,0.0,8,20.1,1991460.0,0,28,0,1034739.0,110044.5,13548.0,765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_06231,1829602.5,10년 이상,0.0,7,10.3,103971.0,0,61,0,500826.0,212206.5,11316.0,789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02876,4859436.0,10년 이상,0.0,17,19.1,1173409.5,0,7,0,1091601.0,1194259.5,48336.0,722,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_05323,2281806.0,7년,0.0,12,19.2,1232130.0,1,31,0,520141.5,759807.0,8613.0,776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TRAIN_00799,2148073.5,1년 미만,0.0,10,16.8,448629.0,0,10,0,329757.0,252867.0,22945.5,747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03570,2068515.0,10년 이상,0.0,6,19.6,1016361.0,0,70,0,480597.0,475315.5,31561.5,691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02894,3715486.5,2년,0.0,11,12.4,1268670.0,0,68,0,492900.0,563856.0,25566.0,687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02927,1773117.0,10년 이상,0.0,11,26.7,1453251.0,0,49,0,708847.5,689980.5,14119.5,789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08178,1619559.0,8년,0.0,15,15.0,635109.0,5,73,3,428613.0,172929.0,32784.0,667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00971,913287.0,10년 이상,1.0,13,17.6,456238.5,0,17,0,529396.5,532090.5,10467.0,656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_06687,2024409.0,10년 이상,4.0,8,15.7,194775.0,0,68,0,379371.0,289462.5,26878.5,667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08575,2391628.5,6년,0.0,19,25.8,4758567.0,0,17,0,1142101.5,1013904.0,47652.0,773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02020,1298752.5,9년,0.0,9,22.8,0.0,1,57,1,445192.5,58645.5,6045.0,705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09054,1364041.5,10년 이상,1.0,19,27.8,128737.5,1,41,1,505284.0,66232.5,38757.0,811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_00952,1628998.5,8년,0.0,20,12.5,0.0,1,32,1,209622.0,78963.0,14389.5,793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_05359,1112472.0,3년,0.0,11,23.5,595156.5,0,71,0,132957.0,14538.0,10378.5,696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_03857,3085648.5,7년,0.0,17,18.8,1257378.0,0,11,0,897831.0,164047.5,34465.5,678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TRAIN_05861,1143024.0,2년,0.0,10,13.9,987573.0,0,21,0,227088.0,124350.0,5169.0,795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03145,2916802.5,3년,0.0,10,28.9,384303.0,0,11,0,236791.5,226714.5,25335.0,711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03305,1444143.0,2년,0.0,11,15.9,1599663.0,0,12,0,528453.0,285390.0,25156.5,796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03006,962397.0,10년 이상,0.0,10,21.2,916062.0,0,57,0,468225.0,623665.5,16701.0,727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09001,4058467.5,10년 이상,0.0,16,16.9,6682921.5,0,40,0,830850.0,1280155.5,68229.0,742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_07770,1490079.0,10년 이상,0.0,11,16.8,321895.5,0,69,0,283231.5,153610.5,11401.5,716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07438,1991827.5,2년,0.0,10,11.5,1340854.5,0,62,0,692497.5,418254.0,8013.0,704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_07942,1812289.5,3년,0.0,15,20.1,956539.5,0,4,0,263776.5,115392.0,5647.5,693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_09238,1389493.5,2년,0.0,5,11.5,226930.5,0,33,0,150928.5,110674.5,16207.5,747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01056,2070706.5,10년 이상,0.0,20,37.8,1065699.0,0,12,0,501448.5,519366.0,26712.0,738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_03154,1663968.0,7년,0.0,12,14.0,226971.0,0,11,0,344865.0,221169.0,18814.5,778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
