UID,연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,주거 형태_월세,주거 형태_자가,주거 형태_주택 담보 대출 (거주 중),주거 형태_주택 담보 대출 (비거주 중),대출 목적_결혼 자금,대출 목적_고액 구매,대출 목적_교육비,대출 목적_기타,대출 목적_부채 통합,대출 목적_사업 대출,대출 목적_소규모 사업 자금,대출 목적_여행 자금,대출 목적_의료비,대출 목적_이사 비용,대출 목적_자동차 구매,대출 목적_주택 개보수,대출 목적_주택 구매,대출 목적_휴가 비용,대출 상환 기간_단기 상환,대출 상환 기간_장기 상환
TRAIN_08979,1410706.5,4년,0.0,16,15.4,961045.5,0,7,0,614077.5,478830.0,8971.5,680,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_06647,1204387.5,2년,0.0,11,19.4,1023214.5,0,27,0,278692.5,316389.0,30039.0,729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09825,1351590.0,10년 이상,0.0,15,24.5,1051474.5,0,45,0,526260.0,322020.0,34549.5,756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00210,1265832.0,10년 이상,0.0,7,11.2,278416.5,0,4,0,327442.5,127464.0,40560.0,744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_05278,1479973.5,1년 미만,0.0,5,15.2,134638.5,1,29,1,289561.5,147411.0,7372.5,784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01919,1538161.5,10년 이상,0.0,14,15.8,598644.0,0,28,0,442471.5,232522.5,12916.5,771,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00718,833878.5,3년,0.0,11,14.5,494017.5,0,1,0,496114.5,139603.5,24585.0,698,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04868,2681574.0,5년,4.0,7,17.9,473910.0,5,54,0,1225569.0,263215.5,46414.5,665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07834,4334785.5,10년 이상,0.0,28,17.5,964027.5,0,18,0,536155.5,695073.0,37119.0,785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01298,1180257.0,10년 이상,0.0,8,18.4,336546.0,1,18,1,557923.5,301551.0,7969.5,744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09193,4422087.0,7년,0.0,14,30.3,746109.0,0,71,0,1207212.0,847602.0,26938.5,711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_04617,1904812.5,10년 이상,0.0,14,11.3,256836.0,0,14,0,106339.5,81514.5,14944.5,665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03128,1254133.5,10년 이상,0.0,9,19.7,717202.5,0,11,0,57556.5,52564.5,9904.5,765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09795,1390947.0,6년,0.0,10,15.1,0.0,0,16,0,510708.0,178165.5,0.0,696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_03979,6099310.5,9년,0.0,5,15.5,944307.0,0,37,1,585238.5,452521.5,28867.5,785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09924,772458.0,10년 이상,0.0,15,13.0,154230.0,0,11,0,131922.0,353988.0,12789.0,787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08317,1409140.5,1년 미만,1.0,13,13.6,421980.0,4,28,0,346161.0,215655.0,10420.5,618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04393,1092948.0,9년,0.0,5,42.5,449574.0,0,12,0,473443.5,139512.0,19287.0,693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_01287,3281476.5,3년,0.0,12,15.5,577101.0,0,25,0,332299.5,372513.0,28801.5,795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04355,2029084.5,7년,0.0,16,20.6,922810.5,0,13,0,587485.5,992545.5,12643.5,664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_07013,2720088.0,10년 이상,0.0,10,16.7,830335.5,0,66,3,305836.5,482266.5,26683.5,640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_03885,815307.0,1년,0.0,17,12.3,444351.0,0,58,0,145600.5,502863.0,18822.0,782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_05749,2370451.5,10년 이상,0.0,7,28.7,532776.0,1,27,0,340296.0,243813.0,9613.5,800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_09169,1768282.5,7년,0.0,11,22.0,1486134.0,0,14,0,192447.0,211557.0,29859.0,782,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02407,2010472.5,10년 이상,0.0,8,15.6,809314.5,0,11,0,444094.5,40296.0,8848.5,815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02013,916434.0,1년,0.0,12,12.8,477192.0,0,31,0,149904.0,439378.5,23068.5,795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_05153,3635296.5,10년 이상,0.0,8,15.5,286536.0,0,52,0,654928.5,50101.5,22735.5,580,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08551,1759411.5,6년,0.0,11,13.8,3265584.0,0,33,0,430758.0,2244085.5,47964.0,707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04376,2048221.5,2년,0.0,8,16.0,1094467.5,1,36,1,527059.5,134181.0,271.5,698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08822,2785843.5,10년 이상,0.0,11,17.1,1789053.0,0,58,0,475282.5,573169.5,66355.5,791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04273,2885877.0,10년 이상,0.0,7,33.4,3789355.5,0,14,0,1220337.0,552768.0,26104.5,658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TRAIN_05825,5188194.0,10년 이상,0.0,19,29.8,5351212.5,0,6,0,737595.0,954598.5,61260.0,802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06699,4111363.5,10년 이상,0.0,13,26.6,568303.5,0,8,0,383092.5,170673.0,25540.5,789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07243,3800637.0,10년 이상,0.0,18,22.8,6762634.5,0,16,0,1203748.5,1277055.0,47526.0,793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00449,1559965.5,2년,0.0,10,9.9,149539.5,0,19,0,330621.0,511882.5,10834.5,789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02227,2083801.5,10년 이상,0.0,5,18.6,263289.0,1,20,0,209832.0,273205.5,29790.0,764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_05756,1881205.5,10년 이상,1.0,12,29.4,555729.0,2,41,0,556975.5,85507.5,7209.0,800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_00810,597514.5,10년 이상,0.0,10,12.2,859527.0,0,18,0,299437.5,455895.0,7869.0,771,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_04180,2810419.5,2년,0.0,9,24.2,810271.5,0,61,0,1022827.5,1125849.0,24349.5,795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TRAIN_09000,1398574.5,1년,0.0,12,15.1,204492.0,0,22,0,224560.5,60930.0,24316.5,716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
TRAIN_05438,1940611.5,2년,0.0,7,18.7,351153.0,0,8,0,806520.0,132727.5,2775.0,562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_07533,2468961.0,3년,0.0,10,25.0,694419.0,0,32,0,356280.0,533817.0,45364.5,731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06369,769356.0,10년 이상,0.0,12,14.8,939937.5,0,20,0,529155.0,342381.0,21220.5,671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08416,1845016.5,2년,0.0,11,13.7,710997.0,0,14,0,529938.0,620386.5,26037.0,669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_01477,1298610.0,10년 이상,0.0,8,12.4,1196434.5,0,19,0,910978.5,479092.5,13833.0,789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01790,1429008.0,2년,0.0,10,12.6,1005579.0,0,67,0,449160.0,347454.0,10080.0,756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02008,1682047.5,1년,0.0,10,15.3,586950.0,0,70,0,491572.5,341883.0,18666.0,787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00682,1680495.0,10년 이상,0.0,9,10.4,564414.0,0,11,0,1202671.5,198384.0,15519.0,760,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_02816,1627294.5,1년 미만,0.0,11,17.1,375691.5,0,62,0,511261.5,356685.0,1312.5,665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_09431,1830354.0,1년,0.0,13,24.9,1463359.5,0,56,0,262470.0,504067.5,31258.5,749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_03774,1516419.0,10년 이상,0.0,11,17.8,3000912.0,0,3,0,274204.5,468912.0,22392.0,791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06495,3410452.5,10년 이상,0.0,11,20.5,969792.0,0,59,0,183154.5,1153906.5,18454.5,795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08878,1742130.0,1년 미만,0.0,13,18.8,856987.5,2,56,3,195393.0,578437.5,14919.0,811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07361,1697404.5,10년 이상,0.0,13,36.6,925482.0,0,9,0,522040.5,994876.5,23875.5,760,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_08366,990208.5,10년 이상,0.0,13,15.6,144153.0,0,20,0,59610.0,135372.0,18963.0,756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_07474,1361925.0,10년 이상,0.0,12,27.7,756498.0,0,9,0,263508.0,348813.0,15226.5,789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00046,2131626.0,1년,0.0,13,15.8,521527.5,0,40,0,290830.5,237874.5,45367.5,667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_00030,1421496.0,6년,0.0,13,14.7,611347.5,0,33,3,392208.0,114340.5,30073.5,767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_08250,2101296.0,5년,0.0,19,23.9,739327.5,1,17,0,442029.0,491677.5,26344.5,693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_06935,1618152.0,1년 미만,0.0,9,14.8,466966.5,0,78,0,249642.0,2833.5,5103.0,713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01468,1738945.5,10년 이상,0.0,23,18.2,736503.0,0,26,0,487374.0,299371.5,11145.0,711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_01665,1695019.5,1년,0.0,11,13.9,415015.5,1,15,0,179215.5,144118.5,1453.5,755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_01416,1872436.5,2년,0.0,13,12.8,1180207.5,0,68,0,217243.5,181542.0,10261.5,804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_06480,784062.0,7년,0.0,13,11.1,664254.0,0,28,0,299817.0,87517.5,48148.5,685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_04852,2299203.0,10년 이상,0.0,7,28.6,885486.0,0,12,0,141702.0,57507.0,10392.0,795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_02470,1708525.5,5년,0.0,11,13.5,857946.0,0,45,0,371145.0,430485.0,3375.0,691,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_04373,1901844.0,3년,0.0,10,24.2,1329609.0,0,8,0,1284121.5,546174.0,29238.0,787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TRAIN_08524,5534707.5,10년 이상,0.0,20,25.8,6233160.0,0,5,0,1093302.0,928581.0,71188.5,804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TRAIN_00429,1810642.5,5년,4.0,9,12.9,590232.0,5,37,2,1056936.0,129249.0,25000.5,627,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_05244,3673294.5,9년,0.0,17,28.7,1368993.0,0,7,0,1261743.0,666886.5,34534.5,744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_02119,1405794.0,5년,0.0,6,16.1,0.0,0,2,0,500809.5,96952.5,22597.5,662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_00385,2420011.5,10년 이상,0.0,13,17.1,974764.5,0,19,0,402336.0,503776.5,15045.0,789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
